id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,prediction
1.0,51,0.47500000000000003,0.7692307692307693,,,0.4574132492113767,0.3162814853284878,0.2965080661629578,,1.0,0.7137096774193422,0.46341463414612505,0.24421455938696537,,0.2945205479452051,0.5502283105022764,0.39534883720920394,0.1929808894445415,0.33365292425695037,,0.5,,,0.4545454545454569,0.5941967445152153,6
2.0,51,0.625,0.3846153846153846,,,0.447949526813873,0.455725785510256,0.5399224014702866,,1.0,0.5322580645161223,0.512195121950922,0.15509578544061137,,0.5958904109589068,0.5388127853881315,0.4651162790700872,0.16431505626004383,0.5642377756471713,,0.25,,,0.4545454545454569,0.46199575371549945,3
3.0,51,0.6125,0.6923076923076923,,,0.46687697160884456,0.5099974032718801,0.4451705125587103,,1.0,0.36693548387097513,0.536585365853875,0.1574712643678105,,0.4109589041095898,0.4520547945205526,0.5348837209299129,0.21227004822290166,0.46308724832214404,,0.5,,,0.2636363636363642,0.5044585987261118,6
3.0,52,0.5375,0.1538461538461538,,,0.517350157728709,0.5154505323292687,0.45681029201551937,,1.0,0.43548387096773233,0.536585365853875,0.22689655172412845,,0.43150684931507,0.6210045662100525,0.5116279069769901,0.22637971066262247,0.48705656759348065,,0.375,,,0.5454545454545431,0.5221514508138724,6
3.0,53,0.30000000000000004,0.3846153846153846,,,0.44164037854889443,0.5146715138924939,0.5205227690422731,,1.0,0.47580645161290247,0.5853658536586719,0.16942528735631235,,0.5479452054794547,0.4269406392694079,0.5581395348838931,0.16368994463297015,0.38207094918504053,,0.5,,,0.3727272727272716,0.5527246992215149,6
3.0,54,0.55,0.6923076923076923,,,0.4637223974763553,0.7122825240197369,0.49887686338574505,,1.0,0.5483870967741951,0.5609756097557188,0.2287356321838969,,0.49315068493151065,0.43835616438355274,0.5348837209299129,0.23334524022147,0.4822627037392167,,0.5,,,0.5545454545454569,0.4970983722576071,6
3.0,55,0.07500000000000004,0.4615384615384615,,,0.517350157728709,0.5850428460140218,0.5129671227282008,,1.0,0.7137096774193422,0.7073170731701095,0.2098850574712599,,0.5684931506849349,0.4223744292237499,0.5116279069769901,0.21477049473120446,0.5249280920421834,,0.375,,,0.6272727272727284,0.5145081387119593,3
3.0,56,0.4000000000000001,0.07692307692307687,,,0.425867507886448,0.6678784731238648,0.47478047784357963,,1.0,0.4193548387096826,0.5609756097557188,0.2077394636015231,,0.4452054794520584,0.5342465753424736,0.5116279069769901,0.17637078049651791,0.6198465963566616,,0.375,,,0.5272727272727284,0.5913658881811757,3
3.0,57,0.31875000000000003,0.4615384615384615,,,0.36908517350156916,0.5027265645286972,0.5101082295282804,,1.0,0.6048387096774149,0.7073170731701095,0.2625287356321856,,0.6095890410958904,0.44292237442923665,0.604651162790796,0.17342382568315903,0.5167785234899323,,0.375,,,0.40909090909090734,0.45534324133050336,3
3.0,58,0.53125,0.30769230769230765,,,0.3406940063091656,0.7187743443261508,0.6489687563814601,,1.0,0.47580645161290247,0.6341463414634687,0.23984674329501357,,0.5479452054794547,0.38812785388128934,0.5813953488368158,0.18958742632612652,0.7550335570469788,,0.5,,,0.5,0.5394196744515228,3
3.0,59,0.5,0.3846153846153846,,,0.5646687697160842,0.5206439885743952,0.45170512558709375,,1.0,0.3850806451612811,0.512195121950922,0.21379310344827307,,0.47260273972603045,0.3493150684931448,0.5348837209299129,0.2194141811037668,0.3422818791946271,,0.625,,,0.5272727272727284,0.4864826610049528,3
3.0,60,0.45,0.6923076923076923,,,0.495268138801284,0.44481952739548464,0.5632019603839094,,1.0,0.4556451612903174,0.6341463414634687,0.21180076628352043,,0.4452054794520584,0.46118721461186846,0.4186046511631842,0.18324700839436076,0.6797698945349988,,0.625,,,0.4363636363636358,0.46751592356687666,3
3.0,61,0.51875,0.6153846153846153,,,0.356466876971612,0.6678784731238648,0.5001021033285707,,1.0,0.5766129032258049,0.5609756097557188,0.19241379310343878,,0.5410958904109628,0.41324200913243403,0.44186046511610694,0.2429005179496332,0.42953020134227965,,0.75,,,0.4909090909090927,0.4343949044585981,3
3.0,62,0.5625,0.6923076923076923,,,0.4321766561514266,0.6668397818748395,0.2566877680212372,,1.0,0.5947580645161339,0.6341463414634687,0.22827586206895828,,0.5273972602739745,0.48858447488584217,0.5116279069769901,0.18878371137703528,0.37967401725791283,,0.5,,,0.3636363636363642,0.5085633404104718,3
3.0,63,0.48750000000000004,0.4615384615384615,,,0.5678233438485735,0.5128538042066997,0.3657341229324061,,1.0,0.35080645161290247,0.7073170731701095,0.19923371647509577,,0.5410958904109628,0.33561643835617094,0.5581395348838931,0.1703875692087873,0.6073825503355721,,0.5,,,0.5363636363636358,0.39235668789808587,3
3.0,64,0.42500000000000004,0.1538461538461538,,,0.6182965299684737,0.408205660867308,0.541556054727386,,1.0,0.6895161290322448,0.41463414634132817,0.2539463601532522,,0.43150684931507,0.3789954337899475,0.5581395348838931,0.17779960707269094,0.5733461169702821,,0.375,,,0.6181818181818212,0.37239915074309765,3
3.0,65,0.48125,0.5384615384615384,,,0.5457413249211485,0.5736172422747378,0.3926894016744919,,1.0,0.42540322580645124,0.6341463414634687,0.24965517241379254,,0.39041095890410954,0.32191780821917115,0.604651162790796,0.2107519199857158,0.6203259827420872,,0.375,,,0.28181818181817886,0.4911535739561197,6
3.0,66,0.78125,0.5384615384615384,,,0.3880126182965407,0.6445079200207723,0.39371043496018077,,1.0,0.423387096774195,0.41463414634132817,0.21287356321838188,,0.43150684931507,0.47945205479452624,0.6279069767437188,0.17092337917485625,0.5805369127516822,,0.5,,,0.40909090909090734,0.40368011323425385,6
3.0,67,0.40625,0.6153846153846153,,,0.4574132492113767,0.5022072189041846,0.46559117827241264,,1.0,0.5463709677419388,0.5609756097557188,0.19624521072795986,,0.47260273972603045,0.3926940639269473,0.4651162790700872,0.19164136452938133,0.45158197507190556,,0.625,,,0.5454545454545431,0.6106157112526553,6
3.0,68,0.40625,0.07692307692307687,,,0.46687697160884456,0.46896909893534017,0.3726771492750679,,1.0,0.47580645161290247,0.536585365853875,0.21471264367815032,,0.5890410958904102,0.5570776255707893,0.5348837209299129,0.1375245579567753,0.8135186960690308,,0.625,,,0.4454545454545431,0.30757254069355777,6
3.0,69,0.47500000000000003,0.1538461538461538,,,0.5047318611987519,0.6424305375227217,0.48948335715744123,,1.0,0.41330645161289103,0.5853658536586719,0.1670498084291132,,0.6301369863013707,0.41780821917809197,0.4883720930230099,0.1904804429362387,0.4400767018216671,,0.5,,,0.39090909090909265,0.3442321302193895,6
3.0,70,0.8062500000000001,0.6923076923076923,,,0.5268138801261768,0.5671254219683238,0.3816622421890934,,1.0,0.5443548387096826,0.512195121950922,0.2236015325670381,,0.47945205479452224,0.4337899543378948,0.5813953488368158,0.2192355777817492,0.4678811121764165,,0.5,,,0.4,0.4772823779193207,6
3.0,71,0.58125,0.23076923076923075,,,0.3375394321766763,0.5969877953778243,0.5548294874412897,,1.0,0.5060483870967687,0.536585365853875,0.2468965517241329,,0.43150684931507,0.47945205479452624,0.4651162790700872,0.17878192534381598,0.4789069990412294,,0.5,,,0.4,0.49087048832271624,6
3.0,72,0.6375000000000001,0.3846153846153846,,,0.6687697160883381,0.5164892235782941,0.28405146007759674,,1.0,0.44758064516129253,0.7073170731701095,0.22835249042145037,,0.4657534246575338,0.331050228310513,0.604651162790796,0.23647079835684645,0.4156279961649049,,0.5,,,0.3636363636363642,0.5105449398443009,6
3.0,73,0.40625,0.1538461538461538,,,0.5709779179810985,0.3570501168527656,0.6189503777823171,,1.0,0.5483870967741951,0.6097560975605157,0.25026819923371535,,0.5410958904109628,0.34018264840182894,0.5116279069769901,0.1893195213430961,0.5958772770853336,,0.5,,,0.5272727272727284,0.6426043878273151,6
3.0,74,0.675,0.3846153846153846,,,0.4195583596214694,0.49623474422228336,0.4876454972432097,,1.0,0.5201612903225851,0.6585365853653126,0.20750957854406074,,0.5547945205479464,0.4840182648401842,0.5813953488368158,0.17136988747990423,0.4189837008628922,,0.75,,,0.5454545454545431,0.4819532908704876,6
3.0,75,0.575,0.846153846153846,,,0.5615141955835948,0.5370033757465611,0.5262405554421092,,1.0,0.5685483870967801,0.6585365853653126,0.20521072796933973,,0.5068493150684942,0.4680365296803554,0.5813953488368158,0.20950169673156036,0.5709491850431458,,0.75,,,0.48181818181818536,0.5258315640481223,6
3.0,76,0.575,0.07692307692307687,,,0.35962145110410126,0.49026226954038205,0.33796201756177296,,1.0,0.3407258064516214,0.46341463414612505,0.19701149425286688,,0.5958904109589068,0.40639269406392114,0.4651162790700872,0.22620110734059676,0.5671140939597331,,0.75,,,0.3727272727272716,0.36022646850672435,6
